id,bookName,bookingSystem,region,cutTime,status,bookType,internalRiskControlFramework,fxTreatment,riskRelevant,pnlRelevant,description,bookOwnerId,costCenter,costCenterType,subDeskId,subdesk,subDeskType,deskId,deskCode,desk,deskRegion,deskCity,functionId,function,functionCat,segmentId,segment,areaId,area,groupId,group
263,CDRV,MX,EMEA,London,Open,Test,NA,,Valid,Valid,outside relative the book book capital exotic industry of mammoth ,330156,53,costCentre_Y,27,NDBVQX,Strategic,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
264,DCQV,MX,EMEA,Tokyo,Open,Prod,MarketRisk,,Valid,Valid,making the industry of a of ,141412,53,costCentre_Y,27,NDBVQX,Strategic,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
265,FFIY,Calypso,EMEA,NewYork,Open,Prod,CreditRisk,NA,Valid,NotValid,trading outside trading value the exotic internal market for a making a ,868388,54,costCentre_Y,27,NDBVQX,Strategic,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
266,OVTZ,BBG,APAC,HongKong,Open,Prod,MarketRisk,Other,NotValid,NotValid,of industry quantititve for ,323096,54,costCentre_Y,27,NDBVQX,Strategic,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
267,JOFF,Calypso,US,NewYork,Open,Prod,MarketRisk,NA,Valid,Valid,industry for internal a quantititve relative outside mammoth internal book outside outside industry exotic ,535709,54,costCentre_Y,27,NDBVQX,Strategic,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
268,FKXJ,MX,US,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,,254514,54,costCentre_Y,27,NDBVQX,Strategic,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
269,KZNI,MySys,US,Tokyo,Open,NonProd,NA,MonthlySellDown,Valid,Valid,capital industry price the trading making internal ,794936,54,costCentre_Y,27,NDBVQX,Strategic,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
270,UFEO,MX,EMEA,HongKong,Open,Prod,NA,Other,Valid,Valid,industry a book mammoth ,590220,55,costCentre_Y,28,OXNRXJ,RiskManagement,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
271,QYSG,MX,APAC,HongKong,Open,Test,NA,DailySellDown,Valid,Valid,capital trading value a trading outside outside of industry market price book exotic of industry ,920151,55,costCentre_Y,28,OXNRXJ,RiskManagement,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
272,JJOW,MX,US,London,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,market industry trading value book industry internal a of ,915580,55,costCentre_Y,28,OXNRXJ,RiskManagement,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
273,UWEF,MX,EMEA,HongKong,Open,Prod,MarketRisk,NA,Valid,Valid,market market market mammoth a market relative quantititve trading quantititve outside outside trading for ,596158,55,costCentre_Y,28,OXNRXJ,RiskManagement,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
274,DTBL,MX,APAC,HongKong,Open,Prod,CreditRisk,MonthlySellDown,Valid,Valid,market a capital capital relative a a value the exotic internal ,731406,55,costCentre_Y,28,OXNRXJ,RiskManagement,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
275,EHZY,MX,US,NewYork,Open,Test,CreditRisk,,Valid,NotValid,capital internal outside for ,993144,56,costCentre_G,28,OXNRXJ,RiskManagement,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
276,QOZG,BBG,APAC,London,Open,Prod,MarketRisk,NA,Valid,NotValid,industry of outside capital market a making ,516616,56,costCentre_G,28,OXNRXJ,RiskManagement,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
277,UAYZ,MX,APAC,HongKong,Open,Prod,NA,MonthlySellDown,NotValid,Valid,a a the exotic value capital the outside relative making a market outside the making internal price ,665663,56,costCentre_G,28,OXNRXJ,RiskManagement,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
278,VPMC,MySys,US,NewYork,Open,Prod,NA,DailySellDown,NotValid,Valid,market a price book the value book outside a a quantititve a value of price quantititve market ,379904,56,costCentre_G,28,OXNRXJ,RiskManagement,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
279,MBON,Anvil,US,NewYork,Open,Prod,NA,NA,Valid,Valid,market capital value capital book market mammoth of a ,601410,56,costCentre_G,28,OXNRXJ,RiskManagement,14,QKADRJ,JAPAN EXOTIC SECURITIES TRADING,UK,Hong Kong,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
280,GPRJ,MX,APAC,Tokyo,Closed,Test,MarketRisk,DailySellDown,Valid,Valid,of of outside industry value making mammoth industry mammoth internal outside capital capital value capital mammoth of trading of ,743740,57,costCentre_C,29,YXFHNW,RiskManagement,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
281,ZFZS,ION,US,London,Open,NonProd,MarketRisk,MonthlySellDown,Valid,Valid,capital quantititve capital exotic value making a of ,858234,57,costCentre_C,29,YXFHNW,RiskManagement,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
282,NRFI,Anvil,APAC,NewYork,Open,Prod,NA,DailySellDown,Valid,Valid,for trading internal for ,639264,57,costCentre_C,29,YXFHNW,RiskManagement,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
283,OZFT,MySys,US,HongKong,Open,Prod,CreditRisk,NA,Valid,Valid,,285826,57,costCentre_C,29,YXFHNW,RiskManagement,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
284,CMSY,MX,US,Tokyo,Open,Prod,MarketRisk,Other,Valid,NotValid,,589847,57,costCentre_C,29,YXFHNW,RiskManagement,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
285,JSQP,Calypso,US,London,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,price price value internal the capital value outside quantititve the industry ,705198,58,costCentre_C,29,YXFHNW,RiskManagement,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
286,JLDH,LoanIQ,US,HongKong,Closed,Test,CreditRisk,Other,NotValid,Valid,relative internal industry of industry trading of relative ,168189,58,costCentre_C,29,YXFHNW,RiskManagement,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
287,BPBW,MX,EMEA,HongKong,Open,Prod,MarketRisk,Other,Valid,Valid,a for exotic relative mammoth book market market exotic of capital book capital mammoth the ,561484,58,costCentre_C,29,YXFHNW,RiskManagement,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
288,FZGA,MX,EMEA,NewYork,Open,Prod,MarketRisk,NA,NotValid,Valid,a market a internal a exotic the relative industry mammoth making trading value mammoth ,182038,58,costCentre_C,29,YXFHNW,RiskManagement,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
289,MTFQ,MX,EMEA,NewYork,Open,NonProd,CreditRisk,,Valid,Valid,outside making of trading the ,662397,58,costCentre_C,29,YXFHNW,RiskManagement,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
290,YQHS,Aladdin,US,Tokyo,Open,Prod,MarketRisk,Other,Valid,Valid,,508659,59,costCentre_A,30,SZYMGS,Strategic,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
291,PSQV,Anvil,US,Tokyo,Open,Prod,MarketRisk,Other,Valid,Valid,,768467,59,costCentre_A,30,SZYMGS,Strategic,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
292,PPAE,Calypso,APAC,NewYork,Open,Prod,NA,DailySellDown,Valid,Valid,mammoth exotic internal market book price of price the capital a market value internal book relative quantititve of ,587203,59,costCentre_A,30,SZYMGS,Strategic,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
293,PWBQ,LoanIQ,APAC,London,Open,Prod,MarketRisk,Other,Valid,Valid,a for quantititve capital relative ,658952,59,costCentre_A,30,SZYMGS,Strategic,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
294,UJPW,MySys,EMEA,HongKong,Open,Prod,NA,DailySellDown,Valid,NotValid,for internal making a making outside market industry market exotic for of internal ,272104,59,costCentre_A,30,SZYMGS,Strategic,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
295,AIDN,MX,EMEA,Tokyo,Open,Prod,MarketRisk,NA,Valid,Valid,for relative book industry trading a of relative relative industry ,428039,60,costCentre_B,30,SZYMGS,Strategic,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
296,QNGT,Calypso,US,Tokyo,Open,NonProd,MarketRisk,Other,Valid,NotValid,trading the for capital industry trading mammoth making market internal quantititve exotic quantititve for trading trading relative ,294341,60,costCentre_B,30,SZYMGS,Strategic,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
297,ZMJV,MX,EMEA,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,relative exotic outside internal the quantititve book a capital mammoth trading value internal ,400795,60,costCentre_B,30,SZYMGS,Strategic,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
298,MQPO,MX,US,NewYork,Open,Test,NA,Other,Valid,Valid,value a mammoth a the the for value book book trading book value making book quantititve ,338044,60,costCentre_B,30,SZYMGS,Strategic,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
299,KOXO,ION,APAC,Tokyo,Open,Test,MarketRisk,Other,Valid,Valid,,343087,60,costCentre_B,30,SZYMGS,Strategic,15,YIVLAE,AUS STRUCTURED MACRO STRATEGIC,TK,New York,3,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
300,URFO,MX,APAC,HongKong,Open,Prod,MarketRisk,MonthlySellDown,NotValid,Valid,,764517,61,costCentre_Y,31,WXPBVW,Misc,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
301,ZQTR,Anvil,APAC,London,Open,Prod,NA,DailySellDown,NotValid,Valid,,172595,61,costCentre_Y,31,WXPBVW,Misc,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
302,AWHR,Anvil,APAC,London,Open,NonProd,NA,NA,Valid,NotValid,capital relative outside quantititve trading trading industry capital a ,834528,61,costCentre_Y,31,WXPBVW,Misc,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
303,VLNG,MX,EMEA,HongKong,Open,Test,MarketRisk,NA,Valid,Valid,the the book a capital the value trading internal market trading for trading outside outside internal book mammoth capital a ,857145,61,costCentre_Y,31,WXPBVW,Misc,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
304,ASGU,MX,EMEA,HongKong,Closed,Prod,MarketRisk,MonthlySellDown,NotValid,Valid,exotic the relative a book exotic outside exotic trading internal ,704555,61,costCentre_Y,31,WXPBVW,Misc,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
305,QITN,Anvil,APAC,NewYork,Closed,Prod,CreditRisk,Other,Valid,Valid,trading industry price exotic the market market outside capital industry value quantititve internal internal market exotic a making ,520717,62,costCentre_C,31,WXPBVW,Misc,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
306,WKIR,MX,US,London,Closed,Prod,MarketRisk,NA,Valid,Valid,quantititve price mammoth market price exotic relative for the quantititve quantititve exotic making ,739993,62,costCentre_C,31,WXPBVW,Misc,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
307,RNUX,Anvil,US,NewYork,Closed,Prod,MarketRisk,DailySellDown,Valid,Valid,the value making internal a making for price for for mammoth market market ,410598,62,costCentre_C,31,WXPBVW,Misc,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
308,IZTI,MX,US,HongKong,Open,Prod,CreditRisk,NA,NotValid,Valid,relative outside exotic market relative mammoth trading price of of internal internal price outside exotic ,150611,62,costCentre_C,31,WXPBVW,Misc,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
309,PQNY,SwapsWire,EMEA,HongKong,Open,Test,MarketRisk,NA,Valid,Valid,price industry relative price relative book mammoth mammoth internal value price market internal ,687111,62,costCentre_C,31,WXPBVW,Misc,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
310,BZRS,MX,EMEA,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,NotValid,,876348,63,costCentre_Y,32,OBOQJH,Hedging,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
311,SVWP,Calypso,US,Tokyo,Open,Test,MarketRisk,MonthlySellDown,Valid,NotValid,price mammoth for value capital for the internal trading capital making industry making industry of outside a ,161416,63,costCentre_Y,32,OBOQJH,Hedging,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
312,ZTCE,MX,US,Tokyo,Open,Test,MarketRisk,DailySellDown,NotValid,Valid,,176137,63,costCentre_Y,32,OBOQJH,Hedging,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
313,BGTF,ION,APAC,NewYork,Open,Prod,CreditRisk,DailySellDown,NotValid,NotValid,capital a capital mammoth value ,283696,63,costCentre_Y,32,OBOQJH,Hedging,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
314,GXKM,MySys,US,London,Open,Prod,MarketRisk,,Valid,Valid,a capital outside price trading for relative book price relative book exotic ,429499,63,costCentre_Y,32,OBOQJH,Hedging,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
315,VZJB,MX,APAC,HongKong,Open,Prod,CreditRisk,DailySellDown,Valid,Valid,,221013,64,costCentre_A,32,OBOQJH,Hedging,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
316,DSVQ,MX,APAC,Tokyo,Open,Prod,MarketRisk,Other,Valid,Valid,price industry the capital trading value making ,381055,64,costCentre_A,32,OBOQJH,Hedging,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
317,TTUB,MySys,EMEA,London,Closed,Prod,CreditRisk,,Valid,NotValid,,510213,64,costCentre_A,32,OBOQJH,Hedging,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
318,NODM,MX,EMEA,Tokyo,Open,Prod,MarketRisk,,NotValid,NotValid,market outside making book quantititve trading making making the market price mammoth for outside book outside ,857383,64,costCentre_A,32,OBOQJH,Hedging,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
319,YOZS,Aladdin,US,NewYork,Open,Prod,CreditRisk,NA,Valid,Valid,industry exotic for exotic exotic trading market for exotic trading of relative book ,892736,64,costCentre_A,32,OBOQJH,Hedging,16,ABEOYR,SWISS FLOW FX MANAGEMENT,HK,Tokyo,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
320,KWIN,SwapsWire,APAC,HongKong,Closed,Prod,CreditRisk,DailySellDown,Valid,Valid,exotic value book of market exotic the internal mammoth market internal mammoth outside quantititve internal quantititve ,507472,65,costCentre_Y,33,XVATJB,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
321,SFWG,Aladdin,US,HongKong,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,trading of relative quantititve the internal for outside making of the ,149639,65,costCentre_Y,33,XVATJB,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
322,QQAA,MySys,US,HongKong,Open,Prod,MarketRisk,MonthlySellDown,Valid,NotValid,book internal value relative making making outside relative making trading for capital a price capital mammoth trading market ,261264,65,costCentre_Y,33,XVATJB,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
323,KZUN,SwapsWire,EMEA,HongKong,Open,Prod,MarketRisk,NA,Valid,Valid,,741813,65,costCentre_Y,33,XVATJB,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
324,XRFJ,MX,US,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,the quantititve capital value industry for book mammoth industry outside the industry price internal mammoth book value for ,432807,65,costCentre_Y,33,XVATJB,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
325,ZWHP,Calypso,US,NewYork,Open,Test,CreditRisk,Other,Valid,NotValid,value mammoth a exotic for price making market for value quantititve ,820028,66,costCentre_C,33,XVATJB,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
326,JRGY,Calypso,EMEA,HongKong,Open,Test,MarketRisk,DailySellDown,NotValid,Valid,,179484,66,costCentre_C,33,XVATJB,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
327,HNCS,ION,US,NewYork,Open,Test,MarketRisk,Other,Valid,Valid,,229435,66,costCentre_C,33,XVATJB,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
328,LATQ,MX,APAC,NewYork,Closed,Prod,MarketRisk,NA,Valid,Valid,exotic trading market quantititve for outside mammoth market ,290982,66,costCentre_C,33,XVATJB,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
329,ECBE,SwapsWire,US,HongKong,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,relative quantititve mammoth for internal outside mammoth for capital book ,991371,66,costCentre_C,33,XVATJB,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
330,YFGM,MX,EMEA,Tokyo,Open,Prod,CreditRisk,NA,Valid,NotValid,,709569,67,costCentre_G,34,JCXMDL,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
331,OKEY,MySys,US,London,Open,Prod,CreditRisk,,NotValid,Valid,of the exotic price exotic outside of making industry internal making relative the value price market ,863002,67,costCentre_G,34,JCXMDL,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
332,TDPV,Anvil,EMEA,HongKong,Closed,Prod,MarketRisk,MonthlySellDown,Valid,Valid,,334802,67,costCentre_G,34,JCXMDL,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
333,YDBN,Anvil,APAC,Tokyo,Open,Prod,MarketRisk,Other,Valid,Valid,value a quantititve quantititve exotic ,291803,67,costCentre_G,34,JCXMDL,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
334,WTFG,Calypso,EMEA,London,Open,NonProd,CreditRisk,,Valid,Valid,mammoth mammoth quantititve industry relative relative internal book capital value capital book industry book for ,928018,67,costCentre_G,34,JCXMDL,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
335,XUED,MX,APAC,London,Closed,Prod,MarketRisk,Other,Valid,Valid,price book trading mammoth for price trading making book value trading ,883828,68,costCentre_Y,34,JCXMDL,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
336,EXDV,MX,APAC,HongKong,Open,Prod,MarketRisk,NA,NotValid,NotValid,,581050,68,costCentre_Y,34,JCXMDL,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
337,IRME,Calypso,US,NewYork,Closed,Prod,MarketRisk,Other,NotValid,NotValid,,559256,68,costCentre_Y,34,JCXMDL,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
338,YEPZ,MX,EMEA,London,Open,Test,NA,,Valid,NotValid,a quantititve industry exotic market internal trading a exotic book making of outside internal for market for ,553177,68,costCentre_Y,34,JCXMDL,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
339,MPBC,Aladdin,EMEA,London,Open,Test,MarketRisk,NA,Valid,Valid,relative trading price capital for making mammoth relative market exotic relative a a value price exotic relative ,804157,68,costCentre_Y,34,JCXMDL,MarketMaking,17,KLOSWA,EMEA STRUCTURED ALGO TRADING,UK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
340,UHMC,BBG,APAC,NewYork,Closed,Prod,MarketRisk,MonthlySellDown,Valid,Valid,trading exotic trading quantititve industry outside ,355460,69,costCentre_G,35,VZUOIQ,Misc,18,VVQMSG,APAC STRUCTURED SECURITIES MANAGEMENT,HK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
341,KIPH,BBG,US,London,Open,Prod,MarketRisk,NA,Valid,Valid,price outside making capital ,141832,69,costCentre_G,35,VZUOIQ,Misc,18,VVQMSG,APAC STRUCTURED SECURITIES MANAGEMENT,HK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
342,CFKV,Aladdin,US,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,NotValid,Valid,exotic industry value relative exotic exotic internal outside industry market value mammoth industry quantititve outside mammoth capital trading a ,623948,69,costCentre_G,35,VZUOIQ,Misc,18,VVQMSG,APAC STRUCTURED SECURITIES MANAGEMENT,HK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
343,XGTA,MX,EMEA,NewYork,Open,Prod,CreditRisk,NA,Valid,NotValid,of market mammoth value the mammoth mammoth exotic market a value making industry capital of trading making ,418708,69,costCentre_G,35,VZUOIQ,Misc,18,VVQMSG,APAC STRUCTURED SECURITIES MANAGEMENT,HK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
344,BXDL,MX,EMEA,NewYork,Open,Test,CreditRisk,Other,Valid,Valid,mammoth for capital price book price industry quantititve value the relative ,399786,69,costCentre_G,35,VZUOIQ,Misc,18,VVQMSG,APAC STRUCTURED SECURITIES MANAGEMENT,HK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
345,BMJP,BBG,EMEA,Tokyo,Open,Prod,CreditRisk,MonthlySellDown,Valid,Valid,of a price quantititve industry internal ,819625,70,costCentre_Y,35,VZUOIQ,Misc,18,VVQMSG,APAC STRUCTURED SECURITIES MANAGEMENT,HK,Reading,4,EMEA Macro Vol,Cat3,2,FxDerivs,1,FX,1,IB
